,price,year,manufacturer,make,condition,cylinders,fuel,odometer,title_status,transmission,vin,drive,size,type,paint_color,lat,long,county_fips,state_fips,weather
657660,11950,2013.0,ford,mustang v6,,,other,,clean,automatic,,,,other,silver,34.254856,-118.396018,6037.0,6.0,59.0
657661,6950,2006.0,mercedes-benz,r500,,,other,,clean,automatic,,,,other,silver,34.254856,-118.396018,6037.0,6.0,59.0
657662,5500,2011.0,,hundai sonata,,,gas,,clean,automatic,,,,,,34.7131,-117.8783,6037.0,6.0,59.0
657663,3950,2000.0,ford,ranger,,,gas,189000.0,clean,manual,,,,,,34.227866999999996,-119.19926399999999,6111.0,6.0,59.0
657664,2850,1997.0,toyota,tacoma,,,gas,,clean,manual,,,,,,34.2197,-118.6111,6037.0,6.0,59.0
657665,13995,2011.0,toyota,sienna,,,gas,124331.0,clean,automatic,5TDZK3DC1BS072400,fwd,,wagon,silver,34.1847,-118.38696999999999,6037.0,6.0,59.0
657666,5200,2006.0,toyota,sienna,,,gas,,clean,automatic,,,,,,34.2771,-118.4992,6037.0,6.0,59.0
657667,8500,1996.0,jeep,cherokee,good,6 cylinders,gas,152000.0,clean,automatic,,4wd,,offroad,white,33.8473,-118.1115,6037.0,6.0,59.0
657668,59,2001.0,nissan,skyline,,,gas,,clean,manual,,,,,,34.1005,-118.3254,6037.0,6.0,59.0
657669,3600,2007.0,nissan,altima,,,gas,,clean,automatic,,,,,,33.8439,-118.008,6059.0,6.0,59.0
657670,3500,2004.0,,clk 320,,,diesel,,clean,automatic,,,,,,34.04697,-118.37631200000001,6037.0,6.0,59.0
657671,9000,2004.0,nissan,350z touring,,other,gas,84693.0,clean,automatic,JN1AZ36A04T013107,rwd,,,silver,33.909177,-118.344183,6037.0,6.0,59.0
657672,8499,2007.0,bmw,x5 4.8i,excellent,8 cylinders,gas,118794.0,clean,automatic,5UXFE83577LZ41082,4wd,,SUV,,34.201004,-118.542718,6037.0,6.0,59.0
657673,12000,1999.0,chevrolet,s10 xtreme,excellent,6 cylinders,gas,184000.0,clean,automatic,,rwd,mid-size,truck,black,34.0705,-118.0149,6037.0,6.0,59.0
657674,1000,2013.0,chevrolet,sonic lt,,,gas,,clean,automatic,,,,,,34.1993,-118.5983,6037.0,6.0,59.0
657675,9500,1991.0,jeep,wrangler 4x4 sport,good,,gas,,salvage,manual,2J4FY19P9MJ109358,,,,,33.8879,-118.351,6037.0,6.0,59.0
657676,1100,1996.0,honda,accord,good,6 cylinders,gas,190000.0,clean,automatic,,,,,white,34.1802,-118.4324,6037.0,6.0,59.0
657677,30000,1980.0,pontiac,firebird trans am,like new,8 cylinders,gas,61000.0,clean,automatic,2W87TAL144748,rwd,mid-size,coupe,brown,34.263946999999995,-118.28464699999999,6037.0,6.0,59.0
657678,5000,2005.0,chevrolet,tahoe,excellent,8 cylinders,gas,177000.0,clean,automatic,,,full-size,SUV,black,33.8708,-118.3295,6037.0,6.0,59.0
657679,21000,2011.0,dodge,,,,diesel,,clean,automatic,,,,,,34.2057,-118.4001,6037.0,6.0,59.0
657680,6700,2012.0,toyota,camry,good,,gas,160000.0,clean,automatic,,,,,,33.8708,-118.3295,6037.0,6.0,59.0
657681,4000,2003.0,chevrolet,tahoe,,,gas,160000.0,clean,automatic,,,,,,34.2875,-118.4352,6037.0,6.0,59.0
657682,3900,2002.0,toyota,sequoia sr5,like new,8 cylinders,gas,159000.0,clean,automatic,,,,SUV,,33.8969,-118.1632,6037.0,6.0,59.0
657683,5500,2011.0,mini,cooper,,,gas,,clean,automatic,,,,,,34.078973,-118.32688600000002,6037.0,6.0,59.0
657684,250,2017.0,bmw,x6,,,gas,,clean,automatic,,,,,,34.0434,-118.2716,6037.0,6.0,59.0
657685,11500,2013.0,bmw,328i convertible,excellent,6 cylinders,gas,40000.0,salvage,automatic,,rwd,compact,convertible,black,33.8879,-118.351,6037.0,6.0,59.0
657686,4200,2006.0,toyota,camry,,,gas,,clean,automatic,,,,,,34.2771,-118.4992,6037.0,6.0,59.0
657687,16990,2012.0,bmw,x5,,,gas,78000.0,clean,automatic,5UXZV4C50CL767906,,,SUV,white,33.889359000000006,-118.35236299999998,6037.0,6.0,59.0
657688,11495,2013.0,chevrolet,malibu,,,other,48127.0,clean,automatic,1G11C5SA0DF353641,,,sedan,blue,34.232563,-118.252673,6037.0,6.0,59.0
657689,4950,2009.0,volkswagen,jetta s,,,gas,87500.0,clean,manual,,,,,,34.4336,-118.5007,6037.0,6.0,59.0
657690,1500,1988.0,mazda,rx7,fair,other,gas,,clean,manual,,rwd,compact,convertible,white,33.889415,-118.1173,6037.0,6.0,59.0
657691,1900,2003.0,jaguar,s-type 3.0 4dr sedan,excellent,6 cylinders,gas,13900.0,clean,automatic,,rwd,compact,sedan,,33.8879,-118.351,6037.0,6.0,59.0
657692,4500,2006.0,nissan,xterra,excellent,6 cylinders,gas,124500.0,clean,automatic,5N1AN08U36C549613,,full-size,SUV,,33.8193,-118.2325,6037.0,6.0,59.0
657693,750,2004.0,dodge,durango 2wd v8,excellent,8 cylinders,gas,135000.0,clean,automatic,,rwd,full-size,SUV,grey,33.8879,-118.351,6037.0,6.0,59.0
657694,1000,1974.0,chevrolet,1500,fair,8 cylinders,gas,100242.0,clean,automatic,,,,other,,33.785616999999995,-118.211396,6037.0,6.0,59.0
657695,9500,2016.0,kia,optima 4dr sdn lx,like new,4 cylinders,gas,26000.0,salvage,automatic,,fwd,compact,sedan,,33.8879,-118.351,6037.0,6.0,59.0
657696,8900,2015.0,kia,optima 4dr sdn lx,like new,4 cylinders,gas,35000.0,salvage,automatic,,fwd,,sedan,,33.8879,-118.351,6037.0,6.0,59.0
657697,1000,2002.0,lexus,es 300,,,gas,,clean,automatic,,,,,,33.8879,-118.351,6037.0,6.0,59.0
657698,1,2009.0,bmw,328 xi,,,other,,clean,other,,,,,,34.0079,-118.2582,6037.0,6.0,59.0
657699,8900,2010.0,cadillac,srx luxury,like new,,gas,101000.0,clean,automatic,,,,,,33.8969,-118.1632,6037.0,6.0,59.0
657700,4300,2003.0,toyota,tacoma,,,gas,,clean,manual,,,,,,33.8643,-118.3955,6037.0,6.0,59.0
657701,2900,1992.0,,bmz 400se,excellent,8 cylinders,gas,145000.0,clean,automatic,,rwd,compact,sedan,white,33.8879,-118.351,6037.0,6.0,59.0
657702,2500,2014.0,toyota,camry,,,gas,,clean,automatic,,,,,,33.8753,-117.5664,6065.0,6.0,59.0
657703,4500,2004.0,honda,accord ex,excellent,,gas,96000.0,clean,automatic,,,,,,34.1379,-118.2599,6037.0,6.0,59.0
657704,3000,2011.0,ford,fusion,good,4 cylinders,gas,,clean,automatic,,fwd,mid-size,sedan,blue,35.1322,-118.449,6029.0,6.0,59.0
657705,3900,2006.0,nissan,armada se,,,gas,190000.0,clean,automatic,,,,,,33.7855,-118.2645,6037.0,6.0,59.0
657706,46000,2016.0,ford,f150 4x4,like new,6 cylinders,gas,,clean,automatic,,4wd,,,,34.2166,-117.3908,6071.0,6.0,59.0
657707,3250,1985.0,mercedes-benz,benz 300d,,,diesel,,clean,automatic,,,,,,33.8643,-118.3955,6037.0,6.0,59.0
657708,11500,2007.0,toyota,tacoma prerunner,like new,6 cylinders,gas,142000.0,salvage,automatic,,fwd,full-size,truck,blue,34.407778,-118.428326,6037.0,6.0,59.0
657709,7525,2012.0,ford,fusion se,,other,gas,96585.0,clean,automatic,3FAHP0HA2CR205972,fwd,,,silver,33.890325,-118.14228899999999,6037.0,6.0,59.0
657710,4000,2004.0,toyota,camry se 4dr sedan,excellent,4 cylinders,gas,143000.0,clean,automatic,4T1BE32K54U815766,fwd,full-size,sedan,grey,34.0914,-118.1293,6037.0,6.0,59.0
657711,13000,1978.0,,L8-2 corvette,excellent,8 cylinders,gas,122.0,clean,automatic,,rwd,mid-size,convertible,red,34.1672,-118.3989,6037.0,6.0,59.0
657712,18000,1961.0,volkswagen,transporter crewcab,good,4 cylinders,gas,,clean,manual,,rwd,compact,pickup,grey,34.1339,-118.2082,6037.0,6.0,59.0
657713,13500,2012.0,bmw,3 series 328i,,other,gas,93314.0,clean,automatic,WBA3A5C5XCF346733,rwd,,,blue,33.909177,-118.344183,6037.0,6.0,59.0
657714,7000,2011.0,toyota,camry se,good,4 cylinders,gas,114143.0,clean,automatic,4T1BF3EK1BU204008,fwd,,sedan,grey,34.1514,-118.4603,6037.0,6.0,59.0
657715,4000,2003.0,subaru,impreza wagon wrx,good,,gas,188000.0,salvage,manual,,,,,,33.8098,-116.4665,6065.0,6.0,59.0
657716,5800,2011.0,gmc,,,,gas,,clean,automatic,,,,,,34.0289,-117.9373,6037.0,6.0,59.0
657717,16495,2018.0,ford,ecosport,,,gas,890.0,clean,automatic,,,,,,33.9377,-118.3321,6037.0,6.0,59.0
657718,4450,2006.0,bmw,3 series 325i,good,6 cylinders,gas,145000.0,clean,automatic,,,,sedan,,33.8969,-118.1632,6037.0,6.0,59.0
657719,14500,2016.0,honda,civic lx,,,gas,,clean,automatic,,,,,,34.0245,-118.1561,6037.0,6.0,59.0
657720,3800,2004.0,nissan,frontier king cab xe,,4 cylinders,gas,209000.0,clean,manual,,,,,,34.2353,-118.5188,6037.0,6.0,59.0
657721,2000,1968.0,pontiac,catalina,good,8 cylinders,gas,55766.0,clean,automatic,,,full-size,,,33.785616999999995,-118.211396,6037.0,6.0,59.0
657722,15600,2016.0,honda,accord ex-l,,,gas,15000.0,salvage,automatic,,,,,,33.9653,-118.2727,6037.0,6.0,59.0
657723,9900,2015.0,chevrolet,silverado,excellent,,gas,,clean,automatic,,,,,,34.0559,-118.2666,6037.0,6.0,59.0
657724,30500,2010.0,rover,sc,,,gas,,clean,automatic,,,,SUV,,33.9754,-118.417,6037.0,6.0,59.0
657725,15988,2013.0,ford,focus st,,other,gas,56000.0,clean,manual,1FADP3L98DL240545,fwd,,,black,33.956308,-118.221207,6037.0,6.0,59.0
657726,7599,2012.0,volkswagen,gli,,,gas,,clean,manual,,,,,,34.098971,-117.370574,6071.0,6.0,59.0
657727,4000,2006.0,gmc,,,,gas,,clean,automatic,,,,,,33.7523,-117.8541,6059.0,6.0,59.0
657728,5200,2006.0,dodge,charger r/t,,,gas,,clean,automatic,,,,,,34.4262,-118.449,6037.0,6.0,59.0
657729,1500,2010.0,ford,e 250 cargo van,good,8 cylinders,other,92337.0,clean,automatic,1FTNE2EL6ADA47520,rwd,full-size,van,white,34.1993,-118.5983,6037.0,6.0,59.0
657730,7500,2006.0,honda,ridgeline rts,good,6 cylinders,gas,115000.0,clean,automatic,2HJYK164X6H573663,4wd,,truck,blue,33.7515,-118.367,6037.0,6.0,59.0
657731,3450000,2015.0,ferrari,laferrari,excellent,6 cylinders,hybrid,119.0,clean,automatic,ZFF76ZHB000212498,,,coupe,red,34.0294,-118.2871,6037.0,6.0,59.0
657732,9500,2004.0,chevrolet,corvette,excellent,8 cylinders,gas,130214.0,clean,automatic,,rwd,,coupe,,34.150999999999996,-118.0889,6037.0,6.0,59.0
657733,13500,1955.0,chevrolet,bel air wagon,,,gas,,clean,automatic,,,,,,33.8654,-118.0731,6037.0,6.0,59.0
657734,5200,2008.0,honda,odyssey,,,gas,,clean,automatic,,,,,,34.0622,-118.2763,6037.0,6.0,59.0
657735,11495,2013.0,chevrolet,malibu,,,other,48127.0,clean,automatic,1G11C5SA0DF353641,,,sedan,blue,34.232563,-118.252673,6037.0,6.0,59.0
657736,47209,2015.0,,LONE STAR 4D 6 1/3 FT,,,diesel,44442.0,clean,automatic,3C6UR5DL2FG627853,,,,,33.9731,-118.2479,6037.0,6.0,59.0
657737,19000,1999.0,bmw,m3,,,gas,80000.0,clean,manual,WBSBG9338XEY83169,,,,,34.1074,-118.3652,6037.0,6.0,59.0
657738,3000,2015.0,lexus,is250,,,gas,,clean,automatic,,,,,,33.7249,-117.90899999999999,6059.0,6.0,59.0
657739,3950,2004.0,ford,mustang gt,good,8 cylinders,gas,,salvage,automatic,,,,coupe,,34.1872,-118.3865,6037.0,6.0,59.0
657740,9900,2010.0,gmc,1500 sierra,,8 cylinders,gas,,clean,automatic,,,,,,34.1872,-118.3865,6037.0,6.0,59.0
657741,3500,2001.0,toyota,camry le 4dr sedan,good,4 cylinders,gas,93000.0,clean,automatic,JT****,fwd,,,silver,34.061121,-118.08869399999999,6037.0,6.0,59.0
657742,1500,2000.0,nissan,quest,,,gas,,salvage,automatic,,,,,,34.151539,-118.32144699999999,6037.0,6.0,59.0
657743,18500,2014.0,subaru,xv crosstrek,,,gas,60729.0,clean,automatic,JF2GPAGC5E8216050,,,wagon,white,32.7888,-116.97451000000001,6073.0,6.0,59.0
657744,3500,1991.0,chevrolet,3500,,,gas,,salvage,automatic,,,,,,33.8925,-118.2961,6037.0,6.0,59.0
657745,4350,2003.0,mercedes-benz,benz e320,excellent,6 cylinders,gas,162000.0,clean,automatic,,4wd,mid-size,sedan,silver,34.1556,-118.2322,6037.0,6.0,59.0
657746,500,1995.0,nissan,maxima,,,gas,195000.0,salvage,automatic,,,,,,33.962837,-118.22616399999998,6037.0,6.0,59.0
657747,8500,2015.0,,nissian altima,fair,4 cylinders,gas,86743.0,clean,automatic,1n4al4ap5fn325009,rwd,full-size,sedan,grey,33.9379,-118.3586,6037.0,6.0,59.0
657748,2750,1999.0,honda,cr-v,good,4 cylinders,gas,,clean,automatic,,fwd,,,,34.2007,-118.5391,6037.0,6.0,59.0
657749,15900,2012.0,lexus,is350 f sport,like new,6 cylinders,gas,10000.0,salvage,automatic,,rwd,mid-size,sedan,black,33.9551,-118.2901,6037.0,6.0,59.0
657750,14495,2010.0,ford,expedition,,,gas,124117.0,clean,automatic,1FMJU1H59AEA64472,fwd,,SUV,black,34.1847,-118.38696999999999,6037.0,6.0,59.0
657751,1700,2004.0,ford,,good,,gas,,clean,automatic,,,,,,34.0914,-118.1293,6037.0,6.0,59.0
657752,1700,1997.0,,y,,,gas,,clean,automatic,,,,,,34.1005,-118.3254,6037.0,6.0,59.0
657753,4000,1955.0,ford,victoria,,,gas,,clean,manual,,,,,,35.121,-120.6173,6079.0,6.0,59.0
657754,29995,2015.0,lexus,gs 350,like new,6 cylinders,gas,33427.0,clean,automatic,JTHBE1BL8FA011188,rwd,mid-size,sedan,white,34.106694,-117.454893,6071.0,6.0,59.0
657755,1000,1999.0,chrysler,,,,gas,,clean,automatic,,,,,,33.9583,-118.3259,6037.0,6.0,59.0
657756,5200,2006.0,dodge,,,,gas,,clean,automatic,,,,,,34.4262,-118.449,6037.0,6.0,59.0
657757,4400,2008.0,toyota,matrix,good,4 cylinders,gas,110000.0,clean,automatic,,fwd,compact,hatchback,white,33.9767,-118.1689,6037.0,6.0,59.0
657758,3600,2009.0,bmw,328i,,,gas,,clean,automatic,,,,,,34.0289,-117.9373,6037.0,6.0,59.0
657759,38000,2017.0,dodge,charger 392 scat pack,like new,8 cylinders,gas,9300.0,clean,automatic,2C3CDXGJ1HH657183,rwd,full-size,sedan,grey,34.150999999999996,-118.4882,6037.0,6.0,59.0
657760,1800,2012.0,chevrolet,express g 2500,good,8 cylinders,other,49934.0,clean,automatic,1GCWGFCB3C1125661,rwd,full-size,other,white,34.1993,-118.5983,6037.0,6.0,59.0
657761,2950,2005.0,volkswagen,touareg,good,6 cylinders,gas,,clean,automatic,,4wd,,SUV,,34.1872,-118.3865,6037.0,6.0,59.0
657762,1600,1999.0,dodge,caravan,good,4 cylinders,gas,198456.0,clean,automatic,,fwd,mid-size,mini-van,grey,34.0964,-117.9682,6037.0,6.0,59.0
657763,2850,2003.0,honda,cr-v,good,4 cylinders,gas,164000.0,clean,automatic,,,,,,34.1526,-118.4322,6037.0,6.0,59.0
657764,2600,2005.0,toyota,camry,fair,4 cylinders,gas,155000.0,salvage,automatic,,fwd,,,,34.1655,-118.5175,6037.0,6.0,59.0
657765,6950,2007.0,honda,accord,,,gas,130309.0,clean,automatic,1HGCM56307A206215,,,sedan,grey,33.773559999999996,-117.98423999999999,6059.0,6.0,59.0
657766,11900,2011.0,chevrolet,camaro,,,gas,,clean,automatic,2G1FC3DD2B9197786,,,,,33.8654,-118.0731,6037.0,6.0,59.0
657767,8600,2014.0,dodge,charger,excellent,6 cylinders,gas,38622.0,salvage,automatic,,rwd,compact,sedan,blue,34.1862,-118.3009,6037.0,6.0,59.0
657768,22300,2017.0,,Tacoma,excellent,4 cylinders,gas,,salvage,automatic,,fwd,,,blue,34.2092,-118.5749,6037.0,6.0,59.0
657769,5200,2008.0,bmw,528i,like new,6 cylinders,gas,160000.0,clean,automatic,WBANU5356BC114512,rwd,mid-size,sedan,blue,33.9462,-118.2013,6037.0,6.0,59.0
657770,3500,2002.0,volkswagen,passat v6,good,6 cylinders,gas,113000.0,clean,automatic,WVWWH63B72E020352,fwd,compact,wagon,grey,34.150999999999996,-118.0889,6037.0,6.0,59.0
657771,4450,2007.0,mini,cooper,good,4 cylinders,gas,120000.0,clean,automatic,,fwd,,coupe,red,33.8969,-118.1632,6037.0,6.0,59.0
657772,4900,2003.0,toyota,corolla le,good,4 cylinders,gas,145100.0,clean,automatic,,fwd,compact,sedan,green,34.0557,-118.0444,6037.0,6.0,59.0
657773,5900,2003.0,ford,f250 diesel,,,diesel,,clean,automatic,,,,,,34.003,-118.4298,6037.0,6.0,59.0
657774,4850,2013.0,dodge,avenger,excellent,4 cylinders,gas,79745.0,salvage,automatic,,fwd,compact,sedan,black,34.1862,-118.3009,6037.0,6.0,59.0
657775,3600,2004.0,,clk 320,,,gas,,clean,automatic,,,,,,34.4369,-119.7285,6083.0,6.0,59.0
657776,3200,2001.0,chevrolet,1500,excellent,6 cylinders,gas,240000.0,clean,manual,,rwd,mid-size,,red,34.145625,-117.456084,6071.0,6.0,59.0
657777,5000,2007.0,bmw,328i,excellent,,gas,,clean,automatic,,,,,,33.9779,-118.4525,6037.0,6.0,59.0
657778,15995,2013.0,nissan,nv,,,gas,82420.0,clean,automatic,1N6BF0KM5DN102925,fwd,,van,,33.92548,-118.04688999999999,6037.0,6.0,59.0
657779,12995,2015.0,kia,optima,,,other,70781.0,clean,automatic,KNAGM4A76F5574715,,,sedan,white,34.232563,-118.252673,6037.0,6.0,59.0
657780,22950,2014.0,ford,f-150,,,gas,82734.0,clean,automatic,1FTFW1EF1EFA43942,4wd,,pickup,silver,33.896507,-117.56358300000001,6065.0,6.0,59.0
657781,4995,2007.0,nissan,murano,good,6 cylinders,gas,115300.0,clean,automatic,4USBT33554LS49840,4wd,mid-size,SUV,silver,33.9754,-118.417,6037.0,6.0,59.0
657782,2895,1994.0,mercedes-benz,benz sl500,good,8 cylinders,gas,91136.0,clean,automatic,,rwd,full-size,convertible,black,33.879175,-118.32735600000001,6037.0,6.0,59.0
657783,59795,2017.0,,Genesis G90 5.0 Ultimate,new,8 cylinders,gas,1181.0,clean,automatic,,rwd,full-size,sedan,white,33.878465000000006,-118.32856699999999,6037.0,6.0,59.0
657784,21750,2016.0,mercedes-benz,e350,excellent,6 cylinders,gas,25000.0,salvage,automatic,,,full-size,sedan,black,32.7973,-117.1392,6073.0,6.0,59.0
657785,12000,1962.0,chevrolet,bel air,fair,8 cylinders,gas,,clean,automatic,,rwd,full-size,wagon,brown,34.1339,-118.2082,6037.0,6.0,59.0
657786,26000,1969.0,chevrolet,elcamino,like new,8 cylinders,gas,,clean,automatic,,rwd,full-size,other,yellow,33.988918,-118.42660900000001,6037.0,6.0,59.0
657787,3500,2002.0,volkswagen,passat v6,good,6 cylinders,gas,113000.0,clean,automatic,WVWWH63B72E020352,fwd,compact,wagon,grey,34.150999999999996,-118.0889,6037.0,6.0,59.0
657788,3800,2004.0,lexus,es 330,,6 cylinders,gas,,clean,automatic,,fwd,,,black,34.029,-118.4005,6037.0,6.0,59.0
657789,4850,2013.0,chevrolet,impala,excellent,6 cylinders,gas,70251.0,salvage,automatic,,fwd,compact,sedan,black,34.1862,-118.3009,6037.0,6.0,59.0
657790,7500,2007.0,mercedes-benz,benz s550,,,gas,,salvage,automatic,,,,,,34.0315,-117.2874,6071.0,6.0,59.0
657791,5200,2006.0,dodge,charger,,,gas,,clean,automatic,,,,,,34.4262,-118.449,6037.0,6.0,59.0
657792,895,2000.0,volvo,s70,,,gas,,clean,automatic,,,,,,34.0079,-118.2582,6037.0,6.0,59.0
657793,5200,2006.0,dodge,charger,,,gas,,clean,automatic,,,,,,34.4262,-118.449,6037.0,6.0,59.0
657794,4200,2009.0,saturn,,,6 cylinders,gas,,clean,automatic,,4wd,,,,33.7523,-117.8541,6059.0,6.0,59.0
657795,1450,2011.0,bmw,,,,gas,175397.0,clean,automatic,,,,,,33.7855,-118.2645,6037.0,6.0,59.0
657796,2500,1966.0,cadillac,fleetwood,,,gas,,clean,automatic,,,,,,33.742,-118.3121,6037.0,6.0,59.0
657797,80,1971.0,,oldsmobile 98,salvage,8 cylinders,gas,139765.0,missing,automatic,,rwd,full-size,sedan,green,33.7716,-118.148,6037.0,6.0,59.0
657798,1,1997.0,toyota,tacoma v6,,,gas,,clean,manual,,,,,,34.0665,-118.3022,6037.0,6.0,59.0
657799,7900,2010.0,toyota,prius hybrid,excellent,4 cylinders,gas,95000.0,clean,automatic,,,,,,34.2367,-118.5466,6037.0,6.0,59.0
657800,6500,2014.0,volkswagen,jetta,,,gas,,clean,automatic,,,,,,33.249507,-117.077876,6073.0,6.0,59.0
657801,11,2004.0,,G35,,,gas,,salvage,automatic,,,,,,34.0245,-118.1975,6037.0,6.0,59.0
657802,3200,2007.0,nissan,altima,,,gas,171000.0,clean,automatic,,,,,,33.8029,-118.1677,6037.0,6.0,59.0
657803,1,2001.0,ford,lightning,,,gas,,rebuilt,automatic,,,,,,34.0245,-118.1975,6037.0,6.0,59.0
657804,10,2002.0,harley-davidson,,,,gas,,salvage,automatic,,,,,,34.0245,-118.1975,6037.0,6.0,59.0
657805,22995,2010.0,chevrolet,camaro ss,like new,,gas,,clean,automatic,,,,,,34.0794,-117.4551,6071.0,6.0,59.0
657806,1,2001.0,chevrolet,corvette,,,gas,,salvage,manual,,,,,,34.0451,-118.1859,6037.0,6.0,59.0
657807,10000,1999.0,ford,lightning,,,gas,,salvage,automatic,,,,,,34.0245,-118.1975,6037.0,6.0,59.0
657808,27995,2015.0,chevrolet,camaro,like new,,gas,,clean,automatic,,,,,,34.0794,-117.4551,6071.0,6.0,59.0
657809,3900,2003.0,toyota,camry le 4dr sedan,good,4 cylinders,gas,172000.0,clean,automatic,,fwd,mid-size,sedan,white,33.8744,-117.8543,6059.0,6.0,59.0
657810,1600,2001.0,nissan,altima,excellent,4 cylinders,gas,119000.0,clean,automatic,1N4DL01D41C138057,fwd,,sedan,,34.051511,-118.32050900000002,6037.0,6.0,59.0
657811,1575,2000.0,honda,odyssey,,6 cylinders,gas,,clean,automatic,,,,,,33.9245,-118.2716,6037.0,6.0,59.0
657812,2500,2004.0,mercedes-benz,c240,excellent,6 cylinders,gas,187000.0,clean,automatic,,rwd,mid-size,sedan,silver,34.1862,-118.3009,6037.0,6.0,59.0
657813,4900,2006.0,rover,,,,gas,160000.0,clean,automatic,,,,,,34.0066,-117.8098,6037.0,6.0,59.0
657814,13000,2007.0,kia,rio lx,new,4 cylinders,gas,900.0,clean,automatic,Knadm5a39h6036934,fwd,mid-size,hatchback,red,34.15332,-118.46611299999999,6037.0,6.0,59.0
657815,26500,2010.0,ford,raptor,,8 cylinders,gas,150000.0,clean,automatic,,4wd,full-size,truck,white,34.062259000000005,-117.75030600000001,6037.0,6.0,59.0
657816,700,2015.0,ram,,,,gas,,clean,automatic,,,,,,34.0451,-118.1859,6037.0,6.0,59.0
657817,1,2007.0,chrysler,300 srt8,,,gas,,salvage,manual,,,,,,34.0245,-118.1975,6037.0,6.0,59.0
657818,1,1957.0,chevrolet,3200,like new,6 cylinders,gas,,clean,manual,,rwd,full-size,truck,orange,33.509370000000004,-117.097518,6065.0,6.0,59.0
657819,4900,2005.0,honda,accord,,4 cylinders,gas,,clean,automatic,,,,,,34.0245,-118.1561,6037.0,6.0,59.0
657820,19900,2010.0,rover,sport utility pkg,excellent,8 cylinders,gas,50000.0,clean,automatic,,4wd,full-size,SUV,silver,34.2057,-118.4001,6037.0,6.0,59.0
657821,4750,2008.0,mazda,3,good,4 cylinders,gas,99500.0,clean,automatic,Jm1bk32f481112764,fwd,mid-size,sedan,black,34.6017,-118.23100000000001,6037.0,6.0,59.0
657822,20000,1972.0,ford,f600,,,hybrid,,rebuilt,automatic,,,,,,34.470499,-118.200572,6037.0,6.0,59.0
657823,11000,2011.0,hyundai,genesis 3.8l v6,excellent,6 cylinders,gas,66500.0,clean,automatic,,,,,,33.9797,-117.7308,6071.0,6.0,59.0
657824,9999,2008.0,jaguar,xj,,,gas,112043.0,clean,automatic,SAJWA79B58SH22198,,sub-compact,sedan,green,34.06245,-117.68737,6071.0,6.0,59.0
657825,2100,1998.0,jaguar,vanden plas,good,8 cylinders,gas,97114.0,clean,automatic,,rwd,full-size,sedan,red,34.208304,-118.48381699999999,6037.0,6.0,59.0
657826,5700,2005.0,,totota camry,excellent,4 cylinders,gas,129000.0,clean,automatic,,fwd,mid-size,sedan,white,34.16342,-118.297785,6037.0,6.0,59.0
657827,1200,1998.0,jeep,grand cherokee 4wd,,6 cylinders,gas,180000.0,lien,automatic,,,,,,33.7938,-118.3172,6037.0,6.0,59.0
657828,3500,2013.0,fiat,500,,,gas,68762.0,clean,other,,,,,,33.8106,-118.3507,6037.0,6.0,59.0
657829,2995,1972.0,ford,custom,fair,8 cylinders,gas,,clean,automatic,,rwd,full-size,sedan,brown,34.1745,-118.3059,6037.0,6.0,59.0
657830,44999,2013.0,chevrolet,camaro,,8 cylinders,gas,,clean,manual,,rwd,,,silver,38.7877,-121.2366,6061.0,6.0,59.0
657831,14995,2016.0,nissan,rogue s,,,gas,80580.0,clean,automatic,5N1AT2MV6GC760127,,,wagon,silver,34.183005,-118.37031200000001,6037.0,6.0,59.0
657832,9225,2005.0,toyota,tundra sr5,,other,gas,179060.0,clean,automatic,5TBET34155S484195,rwd,,,silver,33.890325,-118.14228899999999,6037.0,6.0,59.0
657833,9448,2012.0,,Scion tC,,4 cylinders,gas,95083.0,clean,automatic,JTKJF5C78C3043599,fwd,,coupe,,34.200905999999996,-118.59106499999999,6037.0,6.0,59.0
657834,5500,2003.0,lincoln,town car limousine,,,gas,139000.0,clean,automatic,,,,,,33.763787,-118.159218,6037.0,6.0,59.0
657835,12500,2016.0,chevrolet,silverado,,8 cylinders,gas,,clean,automatic,,4wd,,,,33.978729,-118.16231599999999,6037.0,6.0,59.0
657836,5200,2006.0,ford,f-150,,,gas,,clean,automatic,,,,,,34.1705,-117.5182,6071.0,6.0,59.0
657837,3800,2003.0,chevrolet,1500 suburban,good,8 cylinders,gas,179000.0,clean,automatic,,rwd,full-size,SUV,black,33.9241,-118.2013,6037.0,6.0,59.0
657838,1,1988.0,,porsche 911 targa,excellent,6 cylinders,gas,165000.0,clean,manual,,,,,,34.029,-118.3152,6037.0,6.0,59.0
657839,6950,2009.0,mini,cooper,,,gas,76750.0,clean,automatic,,,,,,34.4336,-118.5007,6037.0,6.0,59.0
657840,5500,2003.0,chevrolet,silverado suburban,good,8 cylinders,gas,179000.0,clean,automatic,,rwd,full-size,SUV,black,33.8397,-118.3542,6037.0,6.0,59.0
657841,6500,2005.0,lincoln,navigator,excellent,8 cylinders,gas,,clean,automatic,,,,,,33.8969,-118.1632,6037.0,6.0,59.0
657842,7000,1986.0,bmw,535i,excellent,6 cylinders,gas,198658.0,clean,manual,,rwd,mid-size,sedan,blue,34.1921,-118.235,6037.0,6.0,59.0
657843,10000,2016.0,toyota,corolla,,,gas,,clean,automatic,,,,,,33.714,-117.9284,6059.0,6.0,59.0
