,price,year,manufacturer,make,condition,cylinders,fuel,odometer,title_status,transmission,vin,drive,size,type,paint_color,lat,long,county_fips,state_fips,weather
151550,4500,2012.0,hyundai,sonata,,,gas,,clean,automatic,,,,,,33.9218,-118.1395,6037.0,6.0,59.0
151763,700,2001.0,nissan,sentra,,,gas,,clean,automatic,,,,,,34.003,-118.2863,6037.0,6.0,59.0
151764,6500,2009.0,nissan,maxima,,,gas,,clean,automatic,,,,,,33.773543,-118.29546,6037.0,6.0,59.0
151905,2499,2001.0,,Ci,,,gas,,clean,automatic,,,,,,33.8315,-118.1811,6037.0,6.0,59.0
161452,2500,2002.0,dodge,,,,gas,,clean,automatic,,,,,,34.2197,-118.6111,6037.0,6.0,59.0
161624,6500,1993.0,gmc,1500 sierra,,,gas,,clean,automatic,,,,,,33.823,-118.2684,6037.0,6.0,59.0
178055,5200,2008.0,honda,odyssey,,,gas,,clean,automatic,,,,,,34.0622,-118.2763,6037.0,6.0,59.0
178162,7995,1992.0,toyota,landcruiser,,,gas,,clean,automatic,,,,,,35.3935,-119.1205,6029.0,6.0,59.0
178163,26900,2012.0,toyota,lifted tacoma trd sport,,6 cylinders,gas,55000.0,rebuilt,automatic,,4wd,,,,32.6084,-117.0565,6073.0,6.0,59.0
178164,7995,1992.0,toyota,landcruiser,,,gas,,clean,automatic,,,,,,35.3935,-119.1205,6029.0,6.0,59.0
178269,5800,2014.0,nissan,altima,,,gas,,salvage,automatic,,,,,,33.953114,-118.186627,6037.0,6.0,59.0
178270,3995,2008.0,chevrolet,impala,,,gas,,clean,automatic,,,,,,34.0964,-117.9682,6037.0,6.0,59.0
179943,28000,1937.0,ford,coupe,,,gas,,clean,manual,,,,,,34.6017,-118.23100000000001,6037.0,6.0,59.0
179968,12999,2011.0,chevrolet,camaro,,,gas,,clean,automatic,,,,,,34.0245,-118.1561,6037.0,6.0,59.0
180259,14900,2003.0,,hummer h2 4dr suv,,,gas,,clean,automatic,,,,,,34.2771,-118.4992,6037.0,6.0,59.0
180341,9500,2011.0,bmw,328i,,,gas,,clean,automatic,,,,,,33.9938,-118.4635,6037.0,6.0,59.0
183351,2500,1998.0,honda,civic,,,gas,,clean,manual,,,,,,34.0289,-117.9373,6037.0,6.0,59.0
183352,14500,2018.0,nissan,sentra sv,like new,4 cylinders,gas,13111.0,clean,automatic,,fwd,mid-size,sedan,grey,33.9056,-118.0818,6037.0,6.0,59.0
193242,1700,2011.0,gmc,sierra 1500,,,gas,,clean,automatic,,,,,,34.231326,-118.22519199999999,6037.0,6.0,59.0
193243,7900,2007.0,ram,1500 quad cab,good,,gas,123000.0,clean,automatic,,,,,,34.1671,-118.5414,6037.0,6.0,59.0
193244,5000,1987.0,chevrolet,camaro,excellent,6 cylinders,gas,115000.0,salvage,automatic,,fwd,,coupe,red,34.211873,-118.64702199999999,6037.0,6.0,59.0
193245,2700,2005.0,nissan,altima,good,4 cylinders,gas,141000.0,clean,automatic,,,,sedan,silver,34.0229,-117.8975,6037.0,6.0,59.0
193253,8500,2003.0,volkswagen,eurovan,,,gas,,clean,automatic,,,,,,30.4036,-97.7526,48453.0,48.0,67.0
193254,8500,2003.0,volkswagen,eurovan,,,gas,,clean,automatic,,,,,,30.4036,-97.7526,48453.0,48.0,67.0
193255,8500,2003.0,volkswagen,eurovan,,,gas,,clean,automatic,,,,,,30.4036,-97.7526,48453.0,48.0,67.0
193262,3000,2009.0,mitsubishi,lancer,,,gas,,clean,automatic,,,,,,34.1526,-118.4322,6037.0,6.0,59.0
193270,5900,1988.0,mazda,rx7,good,other,gas,,clean,manual,,rwd,compact,convertible,blue,35.9878,-115.1167,32003.0,32.0,46.0
193277,15500,2017.0,mazda,6 i,excellent,4 cylinders,gas,28200.0,clean,automatic,,fwd,full-size,sedan,black,33.9631,-118.3941,6037.0,6.0,59.0
193278,18900,1959.0,chevrolet,bel air,good,6 cylinders,gas,103841.0,clean,automatic,c59t235346,rwd,full-size,coupe,blue,25.7763,-80.2919,12086.0,12.0,65.0
193288,3800,1998.0,mazda,b4000,,,gas,,clean,automatic,,,,,,34.7131,-117.8783,6037.0,6.0,59.0
193293,25000,1949.0,chevrolet,3100,excellent,8 cylinders,gas,,clean,automatic,,rwd,,truck,custom,45.7907,-122.5318,53011.0,53.0,50.0
193294,25000,1949.0,chevrolet,3100,excellent,8 cylinders,gas,,clean,automatic,,rwd,,truck,custom,45.7907,-122.5318,53011.0,53.0,50.0
204703,7499,1976.0,volkswagen,bus,,,gas,,clean,manual,,,,,,33.5631,-117.2738,6065.0,6.0,59.0
204710,2750,2003.0,toyota,camry,,,gas,,clean,automatic,,,,,,33.9331,-117.9493,6059.0,6.0,59.0
204711,6000,2003.0,lexus,is300,good,6 cylinders,gas,150000.0,salvage,manual,,rwd,compact,sedan,white,33.9462,-118.2013,6037.0,6.0,59.0
204712,1,2017.0,,LUXURY AND SPORT,,,gas,,clean,automatic,,,,,,34.0737,-118.37200000000001,6037.0,6.0,59.0
204713,199,2017.0,,LUXURY AND SPORT CARS,,,gas,,clean,automatic,,,,,,33.7706,-118.182,6037.0,6.0,59.0
204714,3900,1968.0,,Tuff Tub,excellent,4 cylinders,gas,,clean,manual,,rwd,compact,other,red,33.936818,-118.041849,6037.0,6.0,59.0
204717,3500,2010.0,ford,focus se,excellent,4 cylinders,gas,135000.0,clean,automatic,,,,sedan,,34.0559,-118.2666,6037.0,6.0,59.0
204718,1850,2000.0,ford,ranger,,4 cylinders,gas,160352.0,clean,manual,,,,,,34.1145,-118.1929,6037.0,6.0,59.0
204723,7450,2009.0,lexus,,,,gas,,clean,automatic,,,,,,33.8867,-118.1265,6037.0,6.0,59.0
204724,16500,1952.0,chevrolet,,,8 cylinders,gas,,clean,automatic,,rwd,,,black,45.6418,-122.6251,53011.0,53.0,50.0
204726,4350,2005.0,,totota camry,,4 cylinders,gas,,salvage,automatic,,,,,,33.9777,-118.0658,6037.0,6.0,59.0
204728,1,1999.0,,Spcn,,,gas,,clean,manual,,,,,,34.4262,-118.449,6037.0,6.0,59.0
204736,3475,2012.0,chevrolet,malibu,like new,4 cylinders,gas,,salvage,automatic,,,,,grey,37.13284,-95.78558000000001,20125.0,20.0,51.0
204738,4900,2013.0,dodge,avenger,excellent,4 cylinders,gas,79759.0,salvage,automatic,,fwd,full-size,sedan,black,37.13284,-95.78558000000001,20125.0,20.0,51.0
204739,8650,2014.0,dodge,charger,excellent,6 cylinders,gas,38625.0,salvage,automatic,,rwd,compact,sedan,blue,37.13284,-95.78558000000001,20125.0,20.0,51.0
204743,3200,1997.0,ford,ranger,,,gas,,clean,automatic,,,,,,33.8397,-118.3542,6037.0,6.0,59.0
204750,8500,2007.0,bmw,335i,,,gas,98000.0,salvage,automatic,,,,,,32.5753,-117.0707,6073.0,6.0,59.0
204755,18000,1966.0,toyota,land cruiser,,,gas,,clean,manual,,,,,,40.0375,-105.2771,8013.0,8.0,45.0
204769,5500,1999.0,gmc,6500,fair,8 cylinders,diesel,,clean,automatic,,,,,,34.0183,-117.8546,6037.0,6.0,59.0
204770,30000,1994.0,gmc,suburban,,,diesel,100000.0,clean,automatic,,,,,,48.9636,-122.7323,53073.0,53.0,50.0
204789,35000,1932.0,,hot rod,excellent,8 cylinders,gas,,clean,automatic,,rwd,,,,20.9174,-156.6772,15009.0,15.0,79.0
204790,5500,2003.0,infiniti,g35 coupe,,6 cylinders,gas,,clean,automatic,,rwd,,,silver,34.0245,-118.1561,6037.0,6.0,59.0
204793,10900,2013.0,mini,cooper,,,gas,,clean,manual,,,,,,44.0682,-123.0819,41039.0,41.0,50.0
204794,2400,2007.0,ford,five hundred,good,,diesel,,clean,automatic,,,,,,34.1435,-118.1266,6037.0,6.0,59.0
204797,18985,2008.0,mercedes-benz,gl-class,,,other,80803.0,clean,automatic,4JGBF86E48A430012,,,SUV,silver,47.197094,-122.291817,53053.0,53.0,50.0
204798,16988,2013.0,volkswagen,beetle,,,other,24653.0,clean,manual,3VW6L7ATXDM821514,,compact,convertible,blue,47.197094,-122.291817,53053.0,53.0,50.0
204799,16988,2013.0,volkswagen,beetle,,,other,24653.0,clean,manual,3VW6L7ATXDM821514,,compact,convertible,blue,47.197094,-122.291817,53053.0,53.0,50.0
225880,94000,2012.0,,Mack Granite Automatic GU 713,excellent,,diesel,93000.0,clean,automatic,,,,,,30.5814,-91.1429,22033.0,22.0,67.0
229403,19500,1966.0,ford,mustang,excellent,8 cylinders,gas,57826.0,clean,automatic,6F08C199888,,,,,41.849,-87.7157,17031.0,17.0,48.0
229416,3300,2001.0,lexus,gs 300,,,gas,128000.0,clean,automatic,,,,,black,37.13284,-95.78558000000001,20125.0,20.0,51.0
229417,9200,2006.0,rover,,good,8 cylinders,gas,,clean,automatic,,,,,,34.1781,-118.4574,6037.0,6.0,59.0
229435,33000,1931.0,ford,,like new,8 cylinders,gas,,clean,automatic,,rwd,,,purple,26.6644,-80.1741,12099.0,12.0,65.0
229446,56200,1968.0,chevrolet,camaro rs z28,excellent,8 cylinders,gas,35162.0,clean,manual,,rwd,,,green,36.592209999999994,-82.270689,47163.0,47.0,59.0
229450,600,1998.0,mercedes-benz,benz 320e,,,gas,,clean,automatic,,,,,,37.13284,-95.78558000000001,20125.0,20.0,51.0
229457,6250,2009.0,honda,accord,,4 cylinders,gas,127.0,clean,automatic,,,,,,34.09,-118.2944,6037.0,6.0,59.0
229458,20000,2013.0,toyota,tundra,good,8 cylinders,gas,108.0,clean,automatic,,rwd,,,,33.4983,-117.0958,6065.0,6.0,59.0
229461,22900,1971.0,volkswagen,,like new,4 cylinders,gas,,clean,manual,,rwd,compact,bus,white,48.794132,-122.48734499999999,53073.0,53.0,50.0
229465,6300,2003.0,toyota,4runner,,,gas,,clean,automatic,,,,,,37.13284,-95.78558000000001,20125.0,20.0,51.0
229469,1,1973.0,pontiac,firebird,,,gas,,clean,automatic,,,,,,36.1149,-115.2161,32003.0,32.0,46.0
229472,12995,2012.0,toyota,prius plug-in,like new,4 cylinders,hybrid,1.0,clean,automatic,JTDKN3DP1C3030050,fwd,compact,hatchback,white,33.8029,-118.1677,6037.0,6.0,59.0
229475,12850,2012.0,kia,optima,,,gas,64643.0,clean,automatic,5XXGN4A76CG038886,,,sedan,black,33.996178,-117.91721299999999,6037.0,6.0,59.0
229478,6300,2003.0,toyota,4runner,,8 cylinders,gas,162678.0,clean,automatic,,,,,blue,37.13284,-95.78558000000001,20125.0,20.0,51.0
229482,2100,1998.0,lexus,es 300,good,,gas,176000.0,clean,automatic,,fwd,,sedan,white,34.079545,-118.25559299999999,6037.0,6.0,59.0
229488,399,2015.0,audi,a3 s3,,,gas,,clean,automatic,,,,,,37.13284,-95.78558000000001,20125.0,20.0,51.0
229497,5499,2008.0,bmw,5 series 528i,,,gas,,clean,automatic,,,,,,34.106446999999996,-117.37092,6071.0,6.0,59.0
229498,14500,2003.0,bmw,m3,,,gas,,clean,manual,,,,,,36.0588,-115.3104,32003.0,32.0,46.0
229500,3800,2001.0,toyota,tundra sr5,like new,8 cylinders,gas,127000.0,clean,automatic,5TBRT34191S142762,,,,,34.0938,-117.85600000000001,6037.0,6.0,59.0
229503,19500,1969.0,,amc amx,excellent,8 cylinders,gas,23000.0,clean,manual,xxxxxxxxxx,rwd,mid-size,coupe,custom,37.5573,-94.6949,20037.0,20.0,51.0
229507,6800,2010.0,toyota,,good,4 cylinders,gas,99800.0,clean,automatic,,fwd,compact,sedan,silver,34.147712,-118.001232,6037.0,6.0,59.0
229518,13500,2017.0,honda,accord 4-door sedan,,,gas,,salvage,automatic,,,,,,47.388999999999996,-122.4607,53033.0,53.0,50.0
229519,7950,1997.0,cadillac,deville,,,gas,,clean,automatic,,,,,,38.174782,-84.91333,21073.0,21.0,50.0
229521,5500,2012.0,,Scion xB,,,gas,,clean,automatic,,,,,,33.8969,-118.1632,6037.0,6.0,59.0
229527,1400,2002.0,chevrolet,express 2500,good,6 cylinders,gas,,clean,automatic,,,,,,34.265556,-117.86723500000001,6037.0,6.0,59.0
229528,3900,1972.0,dodge,charger,,,gas,22545.0,clean,automatic,WP29G2G170234,,,,,33.6372,-96.6184,48181.0,48.0,67.0
229534,1,1937.0,buick,sedan flatback,,8 cylinders,gas,,clean,automatic,,,,sedan,blue,39.498000000000005,-119.8239,32031.0,32.0,46.0
229541,4200,2006.0,mercedes-benz,benz,,,gas,,clean,automatic,,,,,,33.9553,-117.2457,6065.0,6.0,59.0
229542,21658,2015.0,mercedes-benz,cla 250,,4 cylinders,gas,55727.0,clean,automatic,WDDSJ4EB9FN201582,fwd,,sedan,,34.200905999999996,-118.59106499999999,6037.0,6.0,59.0
229543,22000,2006.0,ford,f-250 super duty,good,8 cylinders,diesel,,clean,automatic,,fwd,full-size,pickup,black,34.1339,-118.2082,6037.0,6.0,59.0
229544,3200,2005.0,chevrolet,trailblazer,,,gas,,clean,automatic,,,,,,34.003,-118.2863,6037.0,6.0,59.0
238219,11990,2009.0,bmw,5 series,,8 cylinders,gas,90007.0,clean,automatic,WBANW53599CT55315,rwd,,sedan,custom,34.2057,-118.4001,6037.0,6.0,59.0
238222,1800,2011.0,,Maxima,like new,,gas,,clean,automatic,,,,,,34.059486,-118.22570800000001,6037.0,6.0,59.0
238223,3000,2008.0,,scion xb base 4dr wagon,,,gas,,clean,automatic,,,,,,33.8867,-118.1265,6037.0,6.0,59.0
238224,9500,1985.0,jeep,cj-7,excellent,6 cylinders,gas,128300.0,clean,manual,,4wd,mid-size,offroad,white,34.0079,-118.2582,6037.0,6.0,59.0
238225,135000,2016.0,dodge,viper,like new,10 cylinders,gas,,clean,manual,,rwd,,coupe,blue,47.634259,-122.32439,53033.0,53.0,50.0
238226,3800,2007.0,chevrolet,malibu lt,excellent,6 cylinders,gas,64000.0,salvage,automatic,1G1ZT58N07F105102,,,,,34.029,-118.4005,6037.0,6.0,59.0
238227,6800,2008.0,lincoln,navigator,,,gas,,clean,automatic,,,,,,33.8867,-118.1265,6037.0,6.0,59.0
238228,100,2018.0,ford,f550,,,diesel,,clean,automatic,,,,,,34.1717,-118.3231,6037.0,6.0,59.0
238229,9550,2016.0,chevrolet,traverse ls,,6 cylinders,gas,18471.0,salvage,automatic,,fwd,,SUV,white,40.746789,-111.938324,49035.0,49.0,50.0
238230,15,1995.0,bmw,5 series,,,gas,,clean,automatic,,,,,,33.914417,-118.30472900000001,6037.0,6.0,59.0
238231,3499,1963.0,ford,econoline,,,gas,,clean,other,,,,,,35.976339,-115.170422,32003.0,32.0,46.0
238232,15000,2014.0,toyota,sienna,like new,6 cylinders,gas,63000.0,clean,automatic,,fwd,,mini-van,,33.9331,-117.9493,6059.0,6.0,59.0
238233,10000,2007.0,,Freightliner Columbia,,,diesel,,clean,manual,,,,,,34.0498,-117.4706,6071.0,6.0,59.0
238234,1000,2004.0,cadillac,escalade,good,8 cylinders,gas,110584.0,clean,automatic,1GYEK63N84R292809,rwd,full-size,SUV,silver,34.1993,-118.5983,6037.0,6.0,59.0
238235,4250,2014.0,ford,edge,good,4 cylinders,gas,106780.0,clean,automatic,,4wd,mid-size,SUV,black,34.0443,-118.2509,6037.0,6.0,59.0
238236,10900,2016.0,kia,sedona lx,,,gas,,salvage,automatic,,,,,,34.0662,-117.3993,6071.0,6.0,59.0
238237,28000,2011.0,,freightliner cascadia 125,,,diesel,543000.0,clean,manual,,,,,,33.9497,-118.2462,6037.0,6.0,59.0
238241,7500,2012.0,kia,sportage,,,gas,,clean,automatic,,,,,,33.833566,-118.285324,6037.0,6.0,59.0
238242,13000,2002.0,ram,3500,good,,diesel,113000.0,clean,automatic,,rwd,full-size,,white,34.265556,-117.86723500000001,6037.0,6.0,59.0
238243,6000,2005.0,infiniti,g35 coupe,good,6 cylinders,gas,,salvage,automatic,,rwd,,coupe,grey,33.8998,-118.3199,6037.0,6.0,59.0
238244,2500,1967.0,chevrolet,,fair,6 cylinders,gas,0.0,clean,manual,0,rwd,full-size,truck,grey,35.1278,-117.9651,6029.0,6.0,59.0
238245,500,2001.0,chrysler,pt cruiser,fair,4 cylinders,gas,144000.0,salvage,automatic,,fwd,compact,hatchback,silver,34.1687,-118.3713,6037.0,6.0,59.0
238246,2800,1992.0,ford,mustang,,,gas,,salvage,manual,,,,,,34.0794,-117.4551,6071.0,6.0,59.0
238247,4000,2000.0,lexus,ls400,,,gas,166163.0,clean,automatic,,,full-size,sedan,silver,34.125993,-118.26478999999999,6037.0,6.0,59.0
238248,2600,2006.0,nissan,altima,good,4 cylinders,gas,,salvage,automatic,,fwd,full-size,sedan,silver,34.0298,-118.3528,6037.0,6.0,59.0
238249,13800,2016.0,,Rogue Pathfinder crv pilot,,,gas,42000.0,clean,automatic,,,,,,34.0763,-117.6254,6071.0,6.0,59.0
288403,1675,2000.0,toyota,sienna le,good,6 cylinders,gas,,clean,automatic,,,full-size,mini-van,,34.06997,-117.39236000000001,6071.0,6.0,59.0
288418,5000,1998.0,chevrolet,silverado 3500,good,,gas,,clean,automatic,,,,,,34.1016,-118.0537,6037.0,6.0,59.0
288421,1000,2003.0,audi,a6 3.0,,,gas,,clean,automatic,,,,,,33.9497,-118.2462,6037.0,6.0,59.0
288425,2500,2008.0,nissan,altima 2.5,,,gas,,clean,automatic,,,,,,33.592315,-118.148174,,,
288429,3500,1977.0,,mg b,,,gas,,clean,manual,,,,,,34.0783,-118.2113,6037.0,6.0,59.0
288436,1000,1998.0,volvo,,good,4 cylinders,gas,100000.0,clean,automatic,,fwd,mid-size,,blue,34.0418,-117.7569,6037.0,6.0,59.0
288437,26999,2014.0,gmc,sierra,like new,8 cylinders,gas,79000.0,clean,automatic,,,,,,36.0588,-115.3104,32003.0,32.0,46.0
288447,14995,2005.0,jeep,wrangler sport,,,gas,139590.0,clean,automatic,1J4FA49S75P324669,4wd,,SUV,green,34.164898,-118.3055,6037.0,6.0,59.0
288448,10192,2012.0,toyota,prius hybrid v,excellent,4 cylinders,hybrid,143000.0,clean,automatic,,fwd,mid-size,sedan,white,36.2956,-115.2419,32003.0,32.0,46.0
288453,28500,2014.0,toyota,tacoma trd tx baja,,,gas,,clean,automatic,,,,,,38.9166,-119.7272,32005.0,32.0,46.0
288482,4500,1966.0,buick,wildcat,fair,8 cylinders,gas,,clean,automatic,,rwd,full-size,,blue,47.213421000000004,-123.097343,53045.0,53.0,50.0
288486,17999,1964.0,,Impala,excellent,8 cylinders,gas,,clean,automatic,,rwd,full-size,coupe,yellow,27.8914,-82.5067,12057.0,12.0,65.0
288490,5000,1966.0,chrysler,,excellent,8 cylinders,gas,72000.0,clean,automatic,,rwd,,,,36.3339,-82.3408,47179.0,47.0,59.0
288499,65000,2005.0,,Startrans Trolley bus,like new,8 cylinders,diesel,,clean,automatic,,fwd,full-size,bus,red,45.196737,-93.241664,27003.0,27.0,43.0
288500,49000,1929.0,chevrolet,,,,gas,,clean,automatic,,,,,,31.734571000000003,-95.533158,48001.0,48.0,67.0
288514,23850,2015.0,mercedes-benz,benz c300,like new,,gas,29875.0,clean,automatic,55swf4kb4fu040024,4wd,full-size,sedan,black,33.971913,-117.693288,6071.0,6.0,59.0
288519,14000,1987.0,buick,turbo regal,,,gas,,clean,automatic,,,,,,37.13284,-95.78558000000001,20125.0,20.0,51.0
288526,69900,2002.0,,Lotus Esprit,,,gas,,clean,manual,,,,,,37.7917,-122.4186,6075.0,6.0,59.0
288538,28000,1967.0,chevrolet,camaro,good,8 cylinders,gas,,clean,automatic,,rwd,,,white,32.5835,-106.7714,35013.0,35.0,45.0
288544,5,1999.0,,2 DOOR TAHOE,excellent,8 cylinders,gas,,clean,automatic,,4wd,full-size,SUV,black,36.1149,-115.2161,32003.0,32.0,46.0
288551,11000,1978.0,buick,regal,good,8 cylinders,gas,,clean,automatic,,rwd,full-size,coupe,blue,41.722,-87.7024,17031.0,17.0,48.0
288558,13500,2003.0,,Workhorse,,,diesel,,clean,automatic,,,,,,45.4373,-122.6147,41005.0,41.0,50.0
288559,4500,2001.0,,excursion.truck,,,gas,,clean,automatic,,,,,,34.2572,-118.46700000000001,6037.0,6.0,59.0
288563,65000,2009.0,audi,r8,excellent,8 cylinders,gas,,lien,automatic,,4wd,compact,coupe,white,42.7443,-82.8042,26099.0,26.0,45.0
288567,18500,2018.0,bmw,430i,,,gas,35000.0,clean,automatic,,,,,,33.9241,-118.2013,6037.0,6.0,59.0
288568,3500,2003.0,lexus,is 300,,,gas,,clean,automatic,,,,,,34.156136,-118.603249,6037.0,6.0,59.0
288589,40995,2015.0,toyota,tundra,,,,49975.0,clean,automatic,5TFDW5F11FX458644,,,,,34.070311,-117.446303,6071.0,6.0,59.0
288590,16500,2016.0,toyota,prius,,,hybrid,,salvage,automatic,,,,,,37.214534,-95.79950600000001,20125.0,20.0,51.0
288598,35000,1993.0,dodge,viper,like new,10 cylinders,gas,12000.0,clean,automatic,,rwd,full-size,convertible,red,36.0104,-115.2073,32003.0,32.0,46.0
288601,500000,2018.0,,porsche,,,gas,,clean,automatic,,,,,,26.3184,-80.0998,12011.0,12.0,65.0
288602,18500,1965.0,ford,thunderbird,,,gas,,clean,automatic,,,,,,48.2189,-122.6823,53029.0,53.0,50.0
288616,1,2005.0,nissan,350z,,,other,,clean,other,,,,,,34.1005,-118.3254,6037.0,6.0,59.0
288617,5,1997.0,honda,sedan,good,4 cylinders,gas,,clean,automatic,,fwd,compact,sedan,green,34.315758,-118.44143600000001,6037.0,6.0,59.0
288619,5500,1998.0,bmw,e39,,,gas,,clean,automatic,,,,,,34.083282000000004,-118.019208,6037.0,6.0,59.0
288624,3800,2002.0,honda,crv,like new,4 cylinders,gas,120000.0,clean,automatic,,,,,,33.8796,-118.2168,6037.0,6.0,59.0
288628,2000,2005.0,honda,pilot,,,gas,,clean,automatic,,,,,,34.2875,-118.4352,6037.0,6.0,59.0
288629,12995,2001.0,,- freightliner  FL 60,,,diesel,,clean,automatic,,,,,,33.9581,-118.1174,6037.0,6.0,59.0
288631,7900,2015.0,hyundai,veloster turbo,good,4 cylinders,gas,59000.0,salvage,automatic,,fwd,compact,hatchback,black,34.1872,-118.3865,6037.0,6.0,59.0
288642,11995,2012.0,,VOLKSWAGEN/TIGUAN SE,excellent,4 cylinders,gas,50552.0,clean,automatic,WVGAV7AX8CW508904,fwd,,SUV,black,34.0531,-118.3806,6037.0,6.0,59.0
288647,2,2015.0,,sprinter,,,other,,parts only,other,,,,,,47.6849,-122.2968,53033.0,53.0,50.0
288648,2,2015.0,,sprinter,,,other,,parts only,other,,,,,,47.6849,-122.2968,53033.0,53.0,50.0
288652,20,1967.0,chevrolet,impala,excellent,8 cylinders,gas,,clean,automatic,,rwd,full-size,coupe,yellow,38.7457,-104.7223,8041.0,8.0,45.0
288655,9995,2009.0,chevrolet,express,,,gas,121823.0,clean,automatic,1GCGG25C191137108,fwd,,van,black,34.232563,-118.252673,6037.0,6.0,59.0
288656,1600,2001.0,ram,,,,gas,,clean,automatic,,,,,,37.13284,-95.78558000000001,20125.0,20.0,51.0
288657,3500,2005.0,,camry,,,gas,,clean,automatic,,,,,,-51.549602,-25.117188,,,
288658,1200,2006.0,infiniti,g35,,,gas,,clean,automatic,,,,,,34.3775,-118.6131,6037.0,6.0,59.0
288665,449,2015.0,ford,transit-350,excellent,6 cylinders,gas,36700.0,clean,automatic,1FBZX2YM7FKB08400,fwd,full-size,van,white,33.94732,-118.14876699999999,6037.0,6.0,59.0
335509,3500,2015.0,,Tony kart,excellent,,gas,,clean,other,,rwd,,,,38.0471,-85.3829,21215.0,21.0,50.0
335510,14399,1948.0,dodge,b1b,excellent,6 cylinders,gas,,clean,manual,,rwd,,pickup,green,44.949,-123.00399999999999,41047.0,41.0,50.0
335511,8495,2011.0,toyota,prius,excellent,,gas,140124.0,clean,automatic,jtdkn3du4b5325460,fwd,,hatchback,black,34.1514,-118.4603,6037.0,6.0,59.0
335512,3500,2000.0,gmc,yukon xl,like new,8 cylinders,gas,225000.0,clean,automatic,,4wd,,,,34.150999999999996,-118.0889,6037.0,6.0,59.0
335513,8000,1972.0,volvo,1800p,fair,4 cylinders,gas,,clean,manual,,rwd,,,blue,42.1151,-72.6411,25013.0,25.0,50.0
335514,8000,1972.0,volvo,1800p,fair,4 cylinders,gas,,clean,manual,,rwd,,,blue,42.1151,-72.6411,25013.0,25.0,50.0
335521,79000,1990.0,land rover,defender,excellent,8 cylinders,diesel,280.0,clean,manual,,4wd,mid-size,offroad,black,34.071917,-118.84993600000001,6037.0,6.0,59.0
335522,3995,2004.0,gmc,envoy xuv,,,gas,,clean,automatic,,,,,white,34.1716,-118.2899,6037.0,6.0,59.0
335523,4450,2004.0,,scion xa,excellent,4 cylinders,gas,,clean,automatic,,,,,,34.2007,-118.5391,6037.0,6.0,59.0
335524,4700,2004.0,ford,ranger,excellent,,gas,170000.0,clean,manual,,,,,,34.2366,-118.4758,6037.0,6.0,59.0
335525,5800,1998.0,jeep,wrangler 4x4 sport,good,6 cylinders,gas,133000.0,salvage,automatic,,4wd,,SUV,red,34.0614,-118.2385,6037.0,6.0,59.0
335526,3750,2005.0,chevrolet,trailblazer ext,excellent,6 cylinders,gas,162000.0,clean,automatic,,,,,grey,33.9767,-118.1689,6037.0,6.0,59.0
335527,2500,2005.0,subaru,outback,,,gas,213000.0,clean,automatic,,,,,,34.1652,-118.2656,6037.0,6.0,59.0
335528,3400,2002.0,hyundai,elantra,,4 cylinders,gas,87000.0,clean,automatic,,,,,,34.2771,-118.4992,6037.0,6.0,59.0
335529,428,2017.0,nissan,frontier sv v6,,6 cylinders,gas,5823.0,clean,automatic,1N6AD0FRXHN736468,rwd,,pickup,,34.193804,-118.492652,6037.0,6.0,59.0
335530,8500,2011.0,ford,f150 xlt,excellent,6 cylinders,gas,155967.0,clean,automatic,1FTNF1CT5BKD62607,rwd,full-size,pickup,white,34.179625,-118.40506599999999,6037.0,6.0,59.0
335531,1,2019.0,,tesla,new,,electric,,clean,other,,,,,,34.05407,-117.796783,6037.0,6.0,59.0
335532,500,1999.0,nissan,altima,excellent,4 cylinders,gas,130000.0,clean,manual,,fwd,mid-size,sedan,,33.9218,-118.1395,6037.0,6.0,59.0
335533,25000,2013.0,volvo,vnl 670,excellent,,diesel,,clean,automatic,,,,,,34.0033,-117.445,6065.0,6.0,59.0
335534,1500,1994.0,acura,integra,,,gas,,clean,automatic,,,,,,34.2007,-118.5391,6037.0,6.0,59.0
335535,5900,2003.0,ford,f150 lariat 4x4,,,gas,163000.0,clean,automatic,,,,,,34.4132,-118.426,6037.0,6.0,59.0
335536,17000,1960.0,,F100,,,gas,,clean,automatic,,,,,,36.2044,-115.2233,32003.0,32.0,46.0
335537,4200,2012.0,chrysler,200 lx,excellent,4 cylinders,gas,,clean,automatic,,fwd,compact,sedan,grey,34.099413,-117.67065500000001,6071.0,6.0,59.0
335538,3300,2001.0,acura,cl type s,good,6 cylinders,gas,,clean,automatic,,fwd,mid-size,coupe,black,34.085482,-117.60297800000001,6071.0,6.0,59.0
335539,219000,2013.0,ferrari,f12,excellent,12 cylinders,gas,10000.0,clean,automatic,ZFF74UFA1D0195270,rwd,full-size,coupe,white,28.0091,-82.5034,12057.0,12.0,65.0
